"Promoter Name"	"Absolute-Plus-1-Position"	"Promoters - genes downstream of promoter"	"Transcription-Direction"	"Promoters - transcription units of promoter"	"Transcription units - pathways"
PM0-8735	3692673	EG12258 // EG12259		TU0-8354	""
PM0-44603	774644	""	+	""	""
PM0-9990	641903	G6334		TU0-8536	""
PM0-44966	1609140	""	-	""	""
PM00461	3882348	EG10828 // EG10242		TU0-1196	""
PM0-45330	2440241	""	-	""	""
PM962	4393677	EG11757 // EG11758 // EG11363 // EG11281 // EG10595 // EG10438 // EG10437 // EG10436 // EG10435		TU00236	""
PM0-45695	3374676	""	-	""	""
PM0-10108	2867567	EG10510		TU0-14649	""
PM0-46063	4503549	""	-	""	""
PM0-36156	1313698	EG11123 // EG11122		TU0-13190	""
PM0-8701	3813852	EG11191 // EG10251		TU0-8321	""
PM0-44586	689222	""	-	""	""
PM0-9974	401363	EG11256		TU0-14613	""
PM0-44950	1544851	""	-	""	""
PM00442	3384602	EG10070		TU0-3501	""
PM0-45314	2388587	""	-	""	""
PM786	3618537	EG11519		TU685	""
PM0-45679	3333225	""	-	""	""
PM0-46047	4474096	""	+	""	""
PM0-3521	3219458	G7596	+	TU0-3341	""
PM0-8562	1727801	G6891		TU0-8182	""
PM0-44570	676572	""	-	""	""
PM0-9957	71271	EG11571		TU0-12804	""
PM0-44934	1515440	""	+	""	""
PM00424	2822090	EG10034		TU0-6441	""
PM0-45298	2365756	""	-	""	""
PM66	1190483	EG10732 // EG10731		TU00319	""
PM0-45663	3293553	""	-	""	""
PM0-10071	2071474	G7080		TU0-14635	""
PM0-46031	4427517	""	-	""	""
PM0-2841	1544163	EG12153		TU0-2661	""
PM0-8381	846631	EG10389		TU0-8001	""
PM0-44554	657998	""	-	""	""
PM0-9871	4400220	EG10435 // EG10436 // EG10437 // EG10438		TU0-14568	""
PM0-44918	1495154	""	+	""	""
PM00407	2441641	EG10274		TU0-1482	""
PM0-44490	490718	""	+	""	""
PM0-45282	2306846	""	-	""	""
PM587	461442	EG10467		TU487	""
PM0-45647	3259826	""	-	""	""
PM0-10054	1755663	EG10804		TU0-14630	""
PM0-46015	4356413	""	-	""	""
PM0-2441	3665839	EG12242 // EG12243 // EG12243		TU0-14433 // TU0-2261	""
PM0-8164	1682138	EG11233 // G6864		TU0-7784	""
PM0-44538	606223	""	-	""	""
PM0-9847		G7696		TU0-8660	""
PM0-44902	1477462	""	+	""	""
PM00382	1932784	EG10256		TU27	""
PM0-45268	2270678	""	+	""	""
PM502	385205	EG12423 // G6219 // G6218 // G6217		TU302	""
PM0-45631	3241819	""	-	""	""
PM0-10037	1408024	G6674		TU0-13223	""
PM0-45999	4294378	""	+	""	""
PM0-2001	595573	EG12367 // G6322 // G6321 // G6320		TU0-1821	""
PM0-7901	1542690	""	-	""	""
PM0-44522	566101	""	-	""	""
PM0-9829		EG10083 // EG11093		TU0-14546	""
PM0-44886	1423741	""	+	""	""
PM00366	1263583	EG10427		TU0-4202	""
PM0-45252	2243073	""	-	""	""
PM406	3442565	EG10878 // EG10893 // EG10903 // EG10910 // EG10912		TU00349	""
PM0-45615	3215496	""	-	""	""
PM0-10018	1144421	EG10859		TU0-14622	""
PM0-45983	4222691	""	-	""	""
PM0-1726	1138351	EG11545 // EG11967	+	TU0-1545	""
PM0-7541	2668964	G7331		TU0-7201	""
PM0-44506	519329	""	-	""	""
PM0-9806		EG11980 // EG11979 // EG11978		TU0-14523	""
PM0-44870	1393121	""	+	""	""
PM00350	755404	EG10932 // EG10931 // EG10934	+	TU0-6702	""
PM0-45238	2214785	""	+	""	""
PM332	1011666	G6491 // G6490	+	TU561	""
PM0-45599	3182561	""	-	""	""
PM0-10000	904517	G6452 // G6451		TU0-13073	""
PM0-45967	4137864	""	-	""	""
PM0-1401	4376794	EG11616		TU0-1241	""
PM0-7162	629864	EG10167		TU0-6822	""
PM0-9786		G6283		TU0-14506	""
PM0-44854	1344544	""	-	""	""
PM00333	255776	EG10695		TU0-6442	""
PM-8807	4256598	EG10740		TU-8421	""
PM0-45222	2168543	""	+	""	""
PM223	3536755	EG10269 // EG10672		TU163	""
PM0-45583	3162851	""	-	""	""
PM0-45951	4079096	""	+	""	""
PM0-1301	1157766	EG10787	+	TU0-1141	""
PM0-5802	3102911	G7533 // G7532 // EG10627 // G7532 // EG10627 // EG10664 // G7533 // G7532 // EG10627		TU0-5782 // TU0-5781 // TU0-5562	""
PM0-44474	430530	""	+	""	""
PM0-9766	3678412	EG12251		TU0-13969	""
PM0-44838	1317306	""	-	""	""
PM00317	12123	G0-8893 // EG10241 // EG10240		TU00417	""
PM0-45206	2107444	""	-	""	""
PM180	4233722	EG10702		TU0-6444	""
PM0-45567	3133977	""	+	""	""
PM-8777	3169801	EG12658 // G7575		TU-8394	""
PM0-45935	4058230	""	+	""	""
PM0-1121	1329284	EG10956		TU0-961	""
PM0-5402	4419927	G7860 // G7859 // G7858 // EG12495 // EG12494 // G7856		TU0-5162	""
PM0-44458	384708	""	-	""	""
PM0-9747	257810	EG11092	+	TU0-12858	""
PM0-44822	1287188	""	-	""	""
PM00293	4100566	EG11313		TU00208	""
PM0-45190	2080661	""	-	""	""
PM164	2019584	EG10322 // EG10323 // EG10324 // EG11224 // EG11975 // EG11976 // EG11977	+	TU00276	""
PM0-45551	3109534	""	+	""	""
PM0-45919	4005833	""	+	""	""
PM0-10539	3206424	EG12393 // EG11168 // EG11169		TU00368	""
PM0-5164	4491182	G7891	-	TU0-4924	""
PM0-44443	321511	""	+	""	""
PM0-9722	693469	EG10168 // G6361 // G6362 // G6363		TU0-14471	""
PM0-44807	1243197	""	-	""	""
PM00268	2685574	EG10408		TU00192	""
PM0-45174	2042261	""	+	""	""
PM00675	4362627	EG30064		TU00520	""
PM0-45535	3055551	""	+	""	""
PM0-45903	3940706	""	-	""	""
PM0-10502	1409129	G0-10677		TU0-14795	""
PM0-4864	605453	EG50005		TU0-4624	""
PM0-44429	311482	""	-	""	""
PM0-9703	893634	EG11632 // EG11631 // EG11630 // EG11629		TU0-14459	""
PM0-44791	1213284	""	-	""	""
PM00243	848950	EG11415	-	TU00176	""
PM0-45158	1996897	EG10935		TU0-41901	""
PM00659	4175381	EG11037 // EG30102 // EG30107 // EG30036 // EG30101		TU00504	""
PM0-45519	3006118	""	+	""	""
PM0-45887	3843901	""	+	""	""
PM0-4681	2832439	EG12450 // G7413		TU0-4441	""
PM0-10468	3672136	EG12247		TU0-13966	""
PM0-44413	285271	""	+	""	""
PM0-9653	4350565	G7826		TU0-14431	""
PM0-44775	1202185	""	-	""	""
PM00220	4368432	EG11225 // EG10095 // EG10095		TU0-6021 // TU00160	""
PM0-45142	1960001	EG10071	+	TU0-13444	""
PM00643	3915326	EG10382 // EG11198		TU00488	""
PM0-45503	2987513	""	+	""	""
PM0-45871	3799398	""	-	""	""
PM0-46359	454210	EG12182 // EG12183 // EG12182	-	TU0-12927 // TU0-42605	""
PM0-10441	375386	G6206		TU0-12900	""
PM0-44397	243468	""	+	""	""
PM0-9621	2185903	G7137		TU0-13513	""
PM00195	358709	EG11421		TU00143	""
PM0-44762	1182850	""	-	""	""
PM0-45126	1930855	""	+	""	""
PM00627	2687441	EG10384		TU00473	""
PM0-45487	2949066	""	-	""	""
PM0-45855	3757878	""	-	""	""
PM0-46342	2194203	EG10611	-	TU0-13518	""
PM0-10389	1509221	G6749 // G0-10451		TU0-13266	""
PM0-44381	195561	""	+	""	""
PM0-9591	77367	G0-10617 // EG11754 // G0-9941		TU0-12806	""
PM00171	3222551	EG10252 // EG10253		TU00127	""
PM0-44746	1153093	""	+	""	""
PM0-45110	1910157	""	+	""	""
PM00610	104636	EG10347		TU0-1425	""
PM0-45474	2905666	""	+	""	""
PM0-45839	3724495	""	-	""	""
PM0-10363	4486101	EG10694		TU0-14741	""
PM0-46327	1958747	G0-16601	-	TU0-42576	""
PM0-44365	155438	""	-	""	""
PM0-9565		G0-10463 // EG10208 // EG11147		TU0-13642	""
PM00150	3384313	EG10576		TU00108	""
PM0-44730	1119511	""	-	""	""
PM0-45094	1881855	""	-	""	""
PM00594	923080	EG10156		TU00445	""
PM0-45458	2861362	""	-	""	""
PM0-45823	3696375	""	-	""	""
PM0-10330	813493	EG11062		TU0-14730	""
PM0-46309	1477597	G6730 // G6729 // G6728 // G6727	+	TU0-13250	""
PM0-44350	60450	""	-	""	""
PM0-9538	970642	EG10519 // G6472		TU0-13088	""
PM0-44714	1082243	""	+	""	""
PM00136	4414247	EG11811		TU00095	""
PM0-45078	1862584	""	-	""	""
PM00577	1862735	EG10367		TU0-4905	""
PM0-45442	2765985	""	-	""	""
PM0-45807	3634635	""	+	""	""
PM0-10259	3178062	EG11165 // EG11164 // EG11163 // EG11009		TU0-14704	""
PM0-46275	3055473	EG11323 // EG10697 // EG11324 // EG11333		TU0-13792	""
PM0-44335	6615	""	-	""	""
PM0-9416	3840017	EG10657		TU0-8817	""
PM0-44698	1044303	""	-	""	""
PM00110	2461205	EG10280	+	TU00080	""
PM0-45062	1813255	""	-	""	""
PM00560	4540667	EG10309		TU00410	""
PM0-45426	2741751	""	+	""	""
PM0-45791	3609119	""	+	""	""
PM0-10233	1601257	G6798 // G6799		TU0-13299	""
PM0-46200	3712043	EG12268		TU0-42492	""
PM0-4261	1346843	G6639		TU0-4021	""
PM0-9375	794995	EG10152 // EG10002 // EG12427		TU0-14276	""
PM0-46190	4019978	G0-10737		TU0-42484	""
PM0-4202	622253	EG11104		TU0-6043	""
PM0-9371	3433650	EG11440 // EG11268		TU00258	""
PM0-44679	964238	""	+	""	""
PM00087	4097711	EG10843 // EG10842		TU00063	""
PM0-45043	1770930	""	+	""	""
PM00541	4467271	EG12202		TU00397	""
PM0-45407	2674788	""	-	""	""
PM0-45772	3581758	""	+	""	""
PM0-10201	903815	EG11627 // EG11626 // EG11625 // EG11624		TU0-14676	""
PM0-46165	1996867	EG10935		TU0-42466	""
PM0-3684	2551243	G7266 // G7267		TU0-3484	""
PM0-9320	1316092	EG11127 // EG11125 // EG11126 // EG11127		TU0-36408 // TU0-13193	""
PM0-44663	929400	""	-	""	""
PM00062	3493987	EG10653 // EG10655 // EG10654 // EG10188		TU00046	""
PM0-45027	1743458	""	-	""	""
PM00525	3405140	EG10275 // EG10276		TU00231	""
PM0-45391	2641954	""	-	""	""
PM0-45756	3529672	""	+	""	""
PM0-10180	4270214	EG11936 // EG11935		TU0-14122	""
PM0-46127	270226	G6132 // G6131 // G6130		TU0-12862	""
PM0-36250	2968993	G7459 // EG12188		TU0-13746	""
PM0-9127	1273760	EG12405		TU0-8691	""
PM0-44647	878246	""	+	""	""
PM00040	3853023	EG11275 // EG10502 // EG10494 // EG11275		TU0-42513 // TU00032	""
PM0-45011	1704399	""	-	""	""
PM00508	4624799	EG11796 // EG10951		TU0-6630	""
PM0-45375	2561902	""	+	""	""
PM0-45740	3499413	""	+	""	""
PM0-10159	3931265	EG11541		TU0-14663	""
PM0-46108	4621657	""	+	""	""
PM0-36236	1440831	G6700 // G6701 // G6701		TU0-42540 // TU0-8699	""
PM0-8907	1092523	G6528 // G6529 // G6530 // G6531		TU0-8471	""
PM0-44630	842192	""	+	""	""
PM00023	3990999	EG10170		TU00016	""
PM0-44995	1657547	""	-	""	""
PM00491	4153190	EG10756		TU0-6510	""
PM0-45359	2518306	""	-	""	""
PM0-45724	3418196	""	+	""	""
PM0-10141	3476506	G7715 // G7714 // G7713 // G7712		TU0-13915	""
PM0-46092	4588995	""	-	""	""
PM0-36221	118663	EG11546		TU0-12812	""
PM0-8841	742619	G6383 // G6382 // G6381 // G6380 // G6379		TU0-8454	""
PM0-44615	798537	""	-	""	""
PM00004	70241	EG10054		TU00003	""
PM0-44979	1632985	""	+	""	""
PM00475	3950290	EG11270 // G0-10641 // G8221 // EG10493 // EG10496 // EG10497 // EG10501 // EG10498 // EG11270		TU0-42517 // TU525	""
PM0-45343	2467737	""	+	""	""
PM0-45708	3389383	""	+	""	""
PM0-10122	3138610	EG12882		TU0-13819	""
PM0-46076	4520401	""	-	""	""
PM0-36189	2466515	G7218		TU0-13600	""
PM0-8732	1121058	G6557		TU0-8351	""
PM0-44599	752958	""	-	""	""
PM0-9987	540359	G6283 // G6282		TU0-14616	""
PM0-44963	1582554	G6787 // G6788	-	TU0-41795	""
PM00457	3880150	EG10424	-	TU0-2603	""
PM0-45327	2431868	""	-	""	""
PM934	1668603	G6852		TU789	""
PM0-45692	3366889	""	+	""	""
PM0-10103	2747853	EG10300		TU0-13680	""
PM0-46060	4496347	""	-	""	""
PM0-36143	2315975	EG10821		TU0-36403	""
PM0-8642	3721065	G7777		TU0-8262	""
PM0-44583	684602	""	-	""	""
PM0-9971	346432	G6194		TU0-8549	""
PM0-44947	1535869	""	-	""	""
PM00439	3311786	EG10914 // EG10743 // EG10914		TU0-8474 // TU0-6660	""
PM0-45311	2385828	""	+	""	""
PM721	4366843	EG11225	-	TU621	""
PM0-45676	3327102	""	-	""	""
PM0-10085	2363655	G7162		TU0-13567	""
PM0-46044	4458015	""	-	""	""
PM0-3343	771368	EG10174 // EG10173		TU0-3163	""
PM0-8541	903769	EG11627 // EG11626 // EG11625 // EG11624		TU00240	""
PM0-44567	670046	""	-	""	""
PM0-9954	1618941	EG11637		TU0-8827	""
PM0-44931	1511515	""	+	""	""
PM00421	2804563	EG10773 // EG10772 // EG10771		TU701	""
PM0-45295	2364372	""	-	""	""
PM643	3270592	EG30069		TU543	""
PM0-45660	3287362	""	+	""	""
PM0-10067	1950701	EG10097		TU0-14634	""
PM0-46028	4418562	""	-	""	""
PM0-2761	1161647	EG10306		TU0-2581	""
PM0-8281	2239391	EG10594 // EG10592		TU0-7901	""
PM0-44551	644180	""	-	""	""
PM0-9866	4398982	EG10435 // EG10436 // EG10437 // EG10438 // EG10595		TU0-14563	""
PM0-44915	1492116	""	+	""	""
PM00403	2430770	EG11044 // EG10794 // EG10169		TU00444	""
PM0-4528	4223652	EG10491		TU0-4288	""
PM583	2704223	EG10270 // EG10857 // EG10247 // EG10693 // EG10832 // EG10270 // EG10857		TU00332 // TU483	""
PM0-45644	3254291	""	+	""	""
PM0-10051	1714327	G6878		TU0-13353	""
PM0-46012	4337202	EG12462		TU0-14134	""
PM0-2262	1173992	EG11619		TU0-2082	""
PM0-8102	1982442	EG11752 // EG11751		TU0-7722	""
PM0-44535	606053	""	-	""	""
PM0-9844	4126908	EG10889		TU0-8506	""
PM0-44899	1440856	""	+	""	""
PM00379	1842308	EG10372		TU0-1201	""
PM0-45265	2266164	""	+	""	""
PM461	3667607	EG12243 // EG50009		TU586	""
PM0-45628	3238555	""	+	""	""
PM0-10034	1388874	G6661		TU0-8693	""
PM0-45996	4279835	""	+	""	""
PM0-1983	1367945	EG12344		TU0-1802	""
PM0-7821	2746254	EG10880 // EG11023 // EG11153 // EG10915		TU00351	""
PM0-44519	558807	""	+	""	""
PM0-9821		EG12437 // EG11532 // EG11368 // EG12438 // EG10579		TU0-14538	""
PM0-44883	1420170	""	+	""	""
PM00363	1146649	EG10890 // EG11119		TU601	""
PM0-4525	57241	EG11569		TU0-4285	""
PM384	1267854	EG10518		TU306	""
PM0-45612	3204533	""	+	""	""
PM0-10014	1106292	G6551		TU0-14619	""
PM0-45980	4213120	""	+	""	""
PM0-1701	1977302	EG10149 // EG10146 // EG10602 // EG10601		TU00303	""
PM0-7507	3808256	EG10520		TU0-7164	""
PM0-44503	513974	""	+	""	""
PM0-9802	251969	G6118 // G6117 // G6116		TU0-12854	""
PM0-44867	1393204	""	+	""	""
PM00347	706060	EG10390		TU0-6504	""
PM0-45235	2203784	""	+	""	""
PM329	2520784	EG10407	-	TU0-6551	""
PM0-45596	3172506	""	+	""	""
PM-8830	1500536	EG11883 // EG11884		TU00364	""
PM0-45964	4115606	""	-	""	""
PM0-1352	3428940	EG30091 // EG30103 // EG30073 // EG30080 // EG30009 // EG30044 // EG30087		TU0-1192	""
PM0-7	3497793	EG10188		TU0-6	""
PM0-44487	476422	""	+	""	""
PM0-9781		EG10353		TU0-14502	""
PM0-44851	1339308	""	+	""	""
PM00330	235934	EG10243		TU0-6647	""
PM0-45219	2165591	""	+	""	""
PM206	1078925	EG10801		TU355	""
PM0-45580	3158421	""	+	""	""
PM-8800	3550399	EG10561		TU-8414	""
PM0-45948	4073712	""	+	""	""
PM0-1282	940878	EG10234 // EG10233 // EG10232		TU0-1122	""
PM0-5762	3812577	EG10891 // EG10886 // EG11312 // EG10329 // EG10891 // EG10886 // EG11312		TU0-5601 // TU0-5522	""
PM0-44471	405698	""	+	""	""
PM0-9763		EG10223		TU0-13067	""
PM0-44835	1315238	""	-	""	""
PM00314	3577645	EG12629 // EG12631 // EG12629		TU0-42512 // TU00228	""
PM0-45203	2107394	""	-	""	""
PM177	3515982	EG11030 // EG11871 // M004 // EG10204		TU876	""
PM0-45564	3132449	""	-	""	""
PM-8774	2735961	G7352		TU-8391	""
PM0-45932	4044055	""	+	""	""
PM0-1061	1116709	EG10464		TU0-901	""
PM0-5321	1696152	G6866 // EG11658 // EG11055		TU0-5081	""
PM0-44455	380973	""	-	""	""
PM0-9743	3039851	EG10830 // EG11070 // EG11071		TU0-14489	""
PM0-4482	3112899	G7537		TU0-4242	""
PM00289	2634107	EG10420 // EG10421	-	TU00205	""
PM0-45187	2067498	""	-	""	""
PM125	2303574	EG12052 // EG12053 // EG12054 // EG12055 // EG12169 // EG12057 // EG12058 // EG12059 // EG12060 // EG12061 // EG12062 // EG12064 // EG12067 // EG12143 // EG12068		TU00305	""
PM0-45548	3099595	""	-	""	""
PM0-45916	4004241	""	-	""	""
PM0-10528	266227	G6120 // G6121 // G0-10432 // G6122 // G6123 // G6124 // G6125		TU0-14803	""
PM0-5121	3578749	""	-	""	""
PM0-44440	320088	""	-	""	""
PM0-9719	3439546	EG11970 // EG11969		TU0-13911	""
PM0-44804	1233147	""	-	""	""
PM00264	2250806	EG10651		TU00189	""
PM0-45171	2038840	G7058	+	TU0-13468	""
PM00672	3318375	EG30061 // EG10743 // EG10914 // EG11177 // EG11178 // EG10505 // EG10665 // EG11179 // EG30061	-	TU0-8476 // TU341	""
PM0-45532	3032970	""	+	""	""
PM0-45900	3913811	""	-	""	""
PM0-10488	3328864	EG10415		TU0-14794	""
PM0-4802	4349091	EG10357 // EG10006		TU0-4562	""
PM0-44426	310797	G6164		TU0-12879	""
PM0-9695	3742720	EG12287 // EG12286 // EG12285 // EG12284 // EG12283 // EG12282 // EG12281 // EG12280 // EG12279		TU0-14454	""
PM0-44788	1210319	""	+	""	""
PM00238	4118161	EG11517 // EG10398 // EG10396		TU00173	""
PM0-45155	1989652	""	-	""	""
PM00656	3110365	EG30065		TU00501	""
PM0-45516	2993603	""	+	""	""
PM0-45884	3843880	""	-	""	""
PM0-4643	1310523	""	-	""	""
PM0-10465	257824	EG11092	+	TU0-14782	""
PM0-44410	275285	""	+	""	""
PM0-9649	1103335	G6543 // G6544 // G6545 // G6546		TU0-14429	""
PM0-44772	1198668	""	+	""	""
PM00217	1547372	EG11227 // EG11228 // EG11229	+	TU00157	""
PM0-45139	1959267	""	-	""	""
PM00640	2828860	EG10974		TU0-7042	""
PM0-45500	2985719	""	+	""	""
PM0-45868	3799424	""	-	""	""
PM0-46356	208326	EG11647	+	TU0-42602	""
PM0-10436	1451498	""	-	""	""
PM0-44394	237278	""	+	""	""
PM0-9611	4579917	G7940		TU0-8264	""
PM00192	2339457	EG10423		TU00140	""
PM0-44759	1181380	""	-	""	""
PM0-45123	1925086	""	+	""	""
PM00624	3569571	EG10380 // EG10377 // EG10379		TU00470	""
PM0-45852	3751896	""	+	""	""
PM0-46337	1147577	EG11318 // EG11317 // EG10277 // EG11437	+	TU0-5	""
PM0-10382	708236	G6371 // G6370	+	TU0-13021	""
PM0-44378	193335	""	+	""	""
PM0-9586	2814802	G0-8866		TU0-8515	""
PM00167	3109175	EG10961		TU00124	""
PM0-44743	1146749	""	-	""	""
PM0-45107	1910253	""	-	""	""
PM00607	102742	EG10342		TU0-3941	""
PM0-45471	2900471	""	-	""	""
PM0-45836	3717189	""	+	""	""
PM0-10360	4004814	EG10738		TU0-14046	""
PM0-46324	1413556	G0-16600	+	TU0-42572	""
PM0-44362	148920	""	-	""	""
PM0-9560	3990790	EG10170		TU0-14402	""
PM00147	1686709	EG10358		TU00105	""
PM0-44727	1105714	""	+	""	""
PM0-45091	1879390	""	-	""	""
PM00591	3073823	EG10282 // EG10703 // EG10368 // EG10703 // EG10368		TU0-8082 // TU00443	""
PM0-45455	2843102	""	-	""	""
PM0-45820	3696283	""	-	""	""
PM0-10299	2797085	G7395 // G7396 // G7396	-	TU0-42608 // TU0-13709	""
PM0-46306	3382173	EG11652	+	TU0-42561	""
PM0-44348	51293	""	-	""	""
PM0-9521	401319	EG11256		TU0-12913	""
PM0-44711	1056222	""	+	""	""
PM00132	3305860	EG10617		TU00093	""
PM0-45075	1854041	""	-	""	""
PM00574	2850839	EG10301 // EG10487 // EG10486 // EG10485 // EG10484 // EG10484 // EG10485 // EG10486 // EG10487		TU0-8345 // TU00424	""
PM0-45439	2758855	""	+	""	""
PM0-45804	3626848	""	-	""	""
PM0-10254	883569	G6440		TU0-14699	""
PM0-46268	3648294	G0-10752		TU0-42530	""
PM0-4433	3201104	EG12434		TU0-4192	""
PM0-9408	3247548	G7610 // G7609		TU0-14286	""
PM0-44695	1030061	""	+	""	""
PM00107	2891964	EG10189 // EG10190 // EG10191		TU00078	""
PM0-45059	1813348	""	-	""	""
PM00557	10643	EG11509		TU00406	""
PM0-45423	2741355	""	+	""	""
PM0-45788	3605575	""	+	""	""
PM0-10228	3055974	EG30099 // EG11158 // EG30099		TU0-36424 // TU0-13794	""
